"TIME","METROREG","UNIT","Value","Flag and Footnotes"
"2009","Frankfurt am Main","Million euro","117,325","e"
"2010","Frankfurt am Main","Million euro","120,376","e"
"2011","Frankfurt am Main","Million euro","125,321","e"
"2012","Frankfurt am Main","Million euro","125,877","e"
"2013","Frankfurt am Main","Million euro","128,998","e"
"2014","Frankfurt am Main","Million euro","134,572","e"
"2015","Frankfurt am Main","Million euro","138,624","e"
"2016","Frankfurt am Main","Million euro","143,329","e"
"2017","Frankfurt am Main","Million euro","146,913","e"
"2018","Frankfurt am Main","Million euro",":",""
"2000","Stuttgart","Million euro","93,095","e"
"2001","Stuttgart","Million euro","99,470","e"
"2002","Stuttgart","Million euro","99,592","e"
"2003","Stuttgart","Million euro","101,632","e"
"2004","Stuttgart","Million euro","100,842","e"
"2005","Stuttgart","Million euro","98,782","e"
"2006","Stuttgart","Million euro","106,595","e"
"2007","Stuttgart","Million euro","113,626","e"
"2008","Stuttgart","Million euro","111,446","e"
"2009","Stuttgart","Million euro","101,497","e"
"2010","Stuttgart","Million euro","113,277","e"
"2011","Stuttgart","Million euro","119,772","e"
"2012","Stuttgart","Million euro","122,308","e"
"2013","Stuttgart","Million euro","125,467","e"
"2014","Stuttgart","Million euro","131,093","e"
"2015","Stuttgart","Million euro","140,632","e"
"2016","Stuttgart","Million euro","142,578","e"
"2017","Stuttgart","Million euro","147,933","e"
"2018","Stuttgart","Million euro",":",""
"2000","Leipzig","Million euro","18,470","e"
"2001","Leipzig","Million euro","19,047","e"
"2002","Leipzig","Million euro","19,646","e"
"2003","Leipzig","Million euro","19,967","e"
"2004","Leipzig","Million euro","20,372","e"
"2005","Leipzig","Million euro","20,372","e"
"2006","Leipzig","Million euro","21,797","e"
"2007","Leipzig","Million euro","22,752","e"
"2008","Leipzig","Million euro","23,339","e"
"2009","Leipzig","Million euro","23,023","e"
"2010","Leipzig","Million euro","23,977","e"
"2011","Leipzig","Million euro","25,615","e"
"2012","Leipzig","Million euro","26,590","e"
"2013","Leipzig","Million euro","27,567","e"
"2014","Leipzig","Million euro","29,144","e"
"2015","Leipzig","Million euro","30,093","e"
"2016","Leipzig","Million euro","31,356","e"
"2017","Leipzig","Million euro","32,509","e"
"2018","Leipzig","Million euro",":",""
"2000","Dresden","Million euro","25,589","e"
"2001","Dresden","Million euro","26,790","e"
"2002","Dresden","Million euro","27,950","e"
"2003","Dresden","Million euro","28,905","e"
"2004","Dresden","Million euro","29,879","e"
"2005","Dresden","Million euro","29,663","e"
"2006","Dresden","Million euro","30,677","e"
"2007","Dresden","Million euro","31,819","e"
"2008","Dresden","Million euro","31,900","e"
"2009","Dresden","Million euro","30,852","e"
"2010","Dresden","Million euro","31,960","e"
"2011","Dresden","Million euro","33,202","e"
"2012","Dresden","Million euro","33,668","e"
"2013","Dresden","Million euro","34,869","e"
"2014","Dresden","Million euro","36,646","e"
"2015","Dresden","Million euro","38,932","e"
"2016","Dresden","Million euro","40,184","e"
"2017","Dresden","Million euro","41,489","e"
"2018","Dresden","Million euro",":",""
"2000","Düsseldorf","Million euro","58,892","e"
"2001","Düsseldorf","Million euro","62,991","e"
"2002","Düsseldorf","Million euro","62,920","e"
"2003","Düsseldorf","Million euro","63,494","e"
"2004","Düsseldorf","Million euro","65,646","e"
"2005","Düsseldorf","Million euro","66,359","e"
"2006","Düsseldorf","Million euro","68,212","e"
"2007","Düsseldorf","Million euro","73,645","e"
"2008","Düsseldorf","Million euro","76,239","e"
"2009","Düsseldorf","Million euro","72,446","e"
"2010","Düsseldorf","Million euro","73,580","e"
"2011","Düsseldorf","Million euro","75,318","e"
"2012","Düsseldorf","Million euro","75,914","e"
"2013","Düsseldorf","Million euro","78,155","e"
"2014","Düsseldorf","Million euro","80,687","e"
"2015","Düsseldorf","Million euro","82,833","e"
"2016","Düsseldorf","Million euro","84,294","e"
"2017","Düsseldorf","Million euro","86,834","e"
"2018","Düsseldorf","Million euro",":",""
"2000","Bremen","Million euro","32,356","e"
"2001","Bremen","Million euro","33,391","e"
"2002","Bremen","Million euro","33,947","e"
"2003","Bremen","Million euro","34,402","e"
"2004","Bremen","Million euro","35,265","e"
"2005","Bremen","Million euro","35,320","e"
"2006","Bremen","Million euro","37,231","e"
"2007","Bremen","Million euro","39,002","e"
"2008","Bremen","Million euro","39,741","e"
"2009","Bremen","Million euro","36,999","e"
"2010","Bremen","Million euro","39,280","e"
"2011","Bremen","Million euro","41,375","e"
"2012","Bremen","Million euro","42,879","e"
"2013","Bremen","Million euro","43,158","e"
"2014","Bremen","Million euro","44,901","e"
"2015","Bremen","Million euro","45,892","e"
"2016","Bremen","Million euro","47,084","e"
"2017","Bremen","Million euro","48,826","e"
"2018","Bremen","Million euro",":",""
"2000","Hannover","Million euro","36,861","e"
"2001","Hannover","Million euro","37,207","e"
"2002","Hannover","Million euro","37,573","e"
"2003","Hannover","Million euro","38,118","e"
"2004","Hannover","Million euro","38,073","e"
"2005","Hannover","Million euro","40,563","e"
"2006","Hannover","Million euro","42,711","e"
"2007","Hannover","Million euro","43,254","e"
"2008","Hannover","Million euro","44,440","e"
"2009","Hannover","Million euro","42,933","e"
"2010","Hannover","Million euro","44,528","e"
"2011","Hannover","Million euro","47,199","e"
"2012","Hannover","Million euro","47,852","e"
"2013","Hannover","Million euro","47,715","e"
"2014","Hannover","Million euro","49,452","e"
"2015","Hannover","Million euro","50,409","e"
"2016","Hannover","Million euro","53,545","e"
"2017","Hannover","Million euro","55,042","e"
"2018","Hannover","Million euro",":",""
"2000","Nürnberg","Million euro","38,719","e"
"2001","Nürnberg","Million euro","38,427","e"
"2002","Nürnberg","Million euro","40,022","e"
"2003","Nürnberg","Million euro","39,685","e"
"2004","Nürnberg","Million euro","41,853","e"
"2005","Nürnberg","Million euro","41,300","e"
"2006","Nürnberg","Million euro","42,979","e"
"2007","Nürnberg","Million euro","45,057","e"
"2008","Nürnberg","Million euro","46,351","e"
"2009","Nürnberg","Million euro","45,461","e"
"2010","Nürnberg","Million euro","47,126","e"
"2011","Nürnberg","Million euro","49,880","e"
"2012","Nürnberg","Million euro","51,755","e"
"2013","Nürnberg","Million euro","52,716","e"
"2014","Nürnberg","Million euro","54,904","e"
"2015","Nürnberg","Million euro","57,481","e"
"2016","Nürnberg","Million euro","60,277","e"
"2017","Nürnberg","Million euro","62,633","e"
"2018","Nürnberg","Million euro",":",""
"2000","Bielefeld","Million euro","8,825","e"
"2001","Bielefeld","Million euro","9,216","e"
"2002","Bielefeld","Million euro","9,045","e"
"2003","Bielefeld","Million euro","9,092","e"
"2004","Bielefeld","Million euro","9,199","e"
"2005","Bielefeld","Million euro","9,451","e"
"2006","Bielefeld","Million euro","9,598","e"
"2007","Bielefeld","Million euro","10,318","e"
"2008","Bielefeld","Million euro","10,416","e"
"2009","Bielefeld","Million euro","10,183","e"
"2010","Bielefeld","Million euro","10,369","e"
"2011","Bielefeld","Million euro","11,021","e"
"2012","Bielefeld","Million euro","11,272","e"
"2013","Bielefeld","Million euro","11,638","e"
"2014","Bielefeld","Million euro","12,111","e"
"2015","Bielefeld","Million euro","12,339","e"
"2016","Bielefeld","Million euro","12,640","e"
"2017","Bielefeld","Million euro","12,939","e"
"2018","Bielefeld","Million euro",":",""
"2000","Halle an der Saale","Million euro","9,355","e"
"2001","Halle an der Saale","Million euro","9,467","e"
"2002","Halle an der Saale","Million euro","9,718","e"
"2003","Halle an der Saale","Million euro","9,849","e"
"2004","Halle an der Saale","Million euro","10,204","e"
"2005","Halle an der Saale","Million euro","10,134","e"
"2006","Halle an der Saale","Million euro","10,513","e"
"2007","Halle an der Saale","Million euro","10,544","e"
"2008","Halle an der Saale","Million euro","10,579","e"
"2009","Halle an der Saale","Million euro","10,397","e"
"2010","Halle an der Saale","Million euro","11,125","e"
"2011","Halle an der Saale","Million euro","11,333","e"
"2012","Halle an der Saale","Million euro","11,571","e"
"2013","Halle an der Saale","Million euro","11,620","e"
"2014","Halle an der Saale","Million euro","11,780","e"
"2015","Halle an der Saale","Million euro","12,376","e"
"2016","Halle an der Saale","Million euro","12,754","e"
"2017","Halle an der Saale","Million euro","13,224","e"
"2018","Halle an der Saale","Million euro",":",""
"2000","Magdeburg","Million euro","10,124","e"
"2001","Magdeburg","Million euro","10,456","e"
"2002","Magdeburg","Million euro","10,926","e"
"2003","Magdeburg","Million euro","10,918","e"
"2004","Magdeburg","Million euro","11,053","e"
"2005","Magdeburg","Million euro","11,170","e"
"2006","Magdeburg","Million euro","11,586","e"
"2007","Magdeburg","Million euro","12,222","e"
"2008","Magdeburg","Million euro","12,789","e"
"2009","Magdeburg","Million euro","12,212","e"
"2010","Magdeburg","Million euro","12,703","e"
"2011","Magdeburg","Million euro","13,070","e"
"2012","Magdeburg","Million euro","13,559","e"
"2013","Magdeburg","Million euro","13,729","e"
"2014","Magdeburg","Million euro","14,281","e"
"2015","Magdeburg","Million euro","14,400","e"
"2016","Magdeburg","Million euro","14,828","e"
"2017","Magdeburg","Million euro","15,270","e"
"2018","Magdeburg","Million euro",":",""
"2000","Wiesbaden","Million euro","15,198","e"
"2001","Wiesbaden","Million euro","15,614","e"
"2002","Wiesbaden","Million euro","15,676","e"
"2003","Wiesbaden","Million euro","16,583","e"
"2004","Wiesbaden","Million euro","16,846","e"
"2005","Wiesbaden","Million euro","16,879","e"
"2006","Wiesbaden","Million euro","17,329","e"
"2007","Wiesbaden","Million euro","18,108","e"
"2008","Wiesbaden","Million euro","18,221","e"
"2009","Wiesbaden","Million euro","17,672","e"
"2010","Wiesbaden","Million euro","18,113","e"
"2011","Wiesbaden","Million euro","18,668","e"
"2012","Wiesbaden","Million euro","19,058","e"
"2013","Wiesbaden","Million euro","19,542","e"
"2014","Wiesbaden","Million euro","20,453","e"
"2015","Wiesbaden","Million euro","20,765","e"
"2016","Wiesbaden","Million euro","21,672","e"
"2017","Wiesbaden","Million euro","22,553","e"
"2018","Wiesbaden","Million euro",":",""
"2000","Göttingen","Million euro","10,936","e"
"2001","Göttingen","Million euro","10,984","e"
"2002","Göttingen","Million euro","11,025","e"
"2003","Göttingen","Million euro","11,034","e"
"2004","Göttingen","Million euro","11,419","e"
"2005","Göttingen","Million euro","11,485","e"
"2006","Göttingen","Million euro","12,002","e"
"2007","Göttingen","Million euro","12,785","e"
"2008","Göttingen","Million euro","12,641","e"
"2009","Göttingen","Million euro","12,099","e"
"2010","Göttingen","Million euro","12,487","e"
"2011","Göttingen","Million euro","13,321","e"
"2012","Göttingen","Million euro","13,329","e"
"2013","Göttingen","Million euro","13,365","e"
"2014","Göttingen","Million euro","13,920","e"
"2015","Göttingen","Million euro","14,186","e"
"2016","Göttingen","Million euro","14,789","e"
"2017","Göttingen","Million euro","15,372","e"
"2018","Göttingen","Million euro",":",""
"2000","Darmstadt","Million euro","12,323","e"
"2001","Darmstadt","Million euro","13,039","e"
"2002","Darmstadt","Million euro","13,357","e"
"2003","Darmstadt","Million euro","13,143","e"
"2004","Darmstadt","Million euro","13,611","e"
"2005","Darmstadt","Million euro","13,564","e"
"2006","Darmstadt","Million euro","14,002","e"
"2007","Darmstadt","Million euro","14,458","e"
"2008","Darmstadt","Million euro","14,830","e"
"2009","Darmstadt","Million euro","14,346","e"
"2010","Darmstadt","Million euro","15,118","e"
"2011","Darmstadt","Million euro","16,161","e"
"2012","Darmstadt","Million euro","16,403","e"
"2013","Darmstadt","Million euro","16,899","e"
"2014","Darmstadt","Million euro","17,546","e"
"2015","Darmstadt","Million euro","18,109","e"
"2016","Darmstadt","Million euro","19,506","e"
"2017","Darmstadt","Million euro","20,464","e"
"2018","Darmstadt","Million euro",":",""
"2000","Freiburg im Breisgau","Million euro","14,901","e"
"2001","Freiburg im Breisgau","Million euro","15,354","e"
"2002","Freiburg im Breisgau","Million euro","15,921","e"
"2003","Freiburg im Breisgau","Million euro","15,677","e"
"2004","Freiburg im Breisgau","Million euro","15,858","e"
"2005","Freiburg im Breisgau","Million euro","16,096","e"
"2006","Freiburg im Breisgau","Million euro","16,790","e"
"2007","Freiburg im Breisgau","Million euro","17,508","e"
"2008","Freiburg im Breisgau","Million euro","17,910","e"
"2009","Freiburg im Breisgau","Million euro","17,496","e"
"2010","Freiburg im Breisgau","Million euro","18,562","e"
"2011","Freiburg im Breisgau","Million euro","19,610","e"
"2012","Freiburg im Breisgau","Million euro","20,002","e"
"2013","Freiburg im Breisgau","Million euro","20,827","e"
"2014","Freiburg im Breisgau","Million euro","21,969","e"
"2015","Freiburg im Breisgau","Million euro","22,752","e"
"2016","Freiburg im Breisgau","Million euro","23,409","e"
"2017","Freiburg im Breisgau","Million euro","24,322","e"
"2018","Freiburg im Breisgau","Million euro",":",""
"2000","Regensburg","Million euro","12,095","e"
"2001","Regensburg","Million euro","12,146","e"
"2002","Regensburg","Million euro","12,346","e"
"2003","Regensburg","Million euro","12,813","e"
"2004","Regensburg","Million euro","13,476","e"
"2005","Regensburg","Million euro","13,592","e"
"2006","Regensburg","Million euro","14,211","e"
"2007","Regensburg","Million euro","15,378","e"
"2008","Regensburg","Million euro","15,884","e"
"2009","Regensburg","Million euro","14,761","e"
"2010","Regensburg","Million euro","16,720","e"
"2011","Regensburg","Million euro","17,719","e"
"2012","Regensburg","Million euro","17,782","e"
"2013","Regensburg","Million euro","18,235","e"
"2014","Regensburg","Million euro","19,334","e"
"2015","Regensburg","Million euro","19,884","e"
"2016","Regensburg","Million euro","20,502","e"
"2017","Regensburg","Million euro","21,899","e"
"2018","Regensburg","Million euro",":",""
"2000","Schwerin","Million euro","5,750","e"
"2001","Schwerin","Million euro","6,107","e"
"2002","Schwerin","Million euro","6,121","e"
"2003","Schwerin","Million euro","6,176","e"
"2004","Schwerin","Million euro","6,164","e"
"2005","Schwerin","Million euro","6,242","e"
"2006","Schwerin","Million euro","6,349","e"
"2007","Schwerin","Million euro","6,670","e"
"2008","Schwerin","Million euro","6,750","e"
"2009","Schwerin","Million euro","6,696","e"
"2010","Schwerin","Million euro","6,828","e"
"2011","Schwerin","Million euro","7,182","e"
"2012","Schwerin","Million euro","7,406","e"
"2013","Schwerin","Million euro","7,501","e"
"2014","Schwerin","Million euro","7,917","e"
"2015","Schwerin","Million euro","8,069","e"
"2016","Schwerin","Million euro","8,376","e"
"2017","Schwerin","Million euro","8,730","e"
