"TIME","METROREG","UNIT","WSTATUS","NACE_R2","Value","Flag and Footnotes"
"2003","Plzen","Thousand persons","Employed persons","Total - all NACE activities","265",""
"2004","Plzen","Thousand persons","Employed persons","Total - all NACE activities","271",""
"2005","Plzen","Thousand persons","Employed persons","Total - all NACE activities","281",""
"2006","Plzen","Thousand persons","Employed persons","Total - all NACE activities","279",""
"2007","Plzen","Thousand persons","Employed persons","Total - all NACE activities","280",""
"2008","Plzen","Thousand persons","Employed persons","Total - all NACE activities","284",""
"2009","Plzen","Thousand persons","Employed persons","Total - all NACE activities","279",""
"2010","Plzen","Thousand persons","Employed persons","Total - all NACE activities","279",""
"2011","Plzen","Thousand persons","Employed persons","Total - all NACE activities","278",""
"2012","Plzen","Thousand persons","Employed persons","Total - all NACE activities","278",""
"2013","Plzen","Thousand persons","Employed persons","Total - all NACE activities","280",""
"2014","Plzen","Thousand persons","Employed persons","Total - all NACE activities","274",""
"2015","Plzen","Thousand persons","Employed persons","Total - all NACE activities","280",""
"2016","Plzen","Thousand persons","Employed persons","Total - all NACE activities","280",""
"2017","Plzen","Thousand persons","Employed persons","Total - all NACE activities","281",""
"2018","Plzen","Thousand persons","Employed persons","Total - all NACE activities",":",""
"1999","Non-metropolitan regions in Czech Republic","Thousand persons","Employed persons","Total - all NACE activities","2,274",""
"2000","Non-metropolitan regions in Czech Republic","Thousand persons","Employed persons","Total - all NACE activities","2,259",""
"2001","Non-metropolitan regions in Czech Republic","Thousand persons","Employed persons","Total - all NACE activities","2,258",""
"2002","Non-metropolitan regions in Czech Republic","Thousand persons","Employed persons","Total - all NACE activities","2,257",""
"2003","Non-metropolitan regions in Czech Republic","Thousand persons","Employed persons","Total - all NACE activities","2,244",""
"2004","Non-metropolitan regions in Czech Republic","Thousand persons","Employed persons","Total - all NACE activities","2,233",""
"2005","Non-metropolitan regions in Czech Republic","Thousand persons","Employed persons","Total - all NACE activities","2,257",""
"2006","Non-metropolitan regions in Czech Republic","Thousand persons","Employed persons","Total - all NACE activities","2,272",""
"2007","Non-metropolitan regions in Czech Republic","Thousand persons","Employed persons","Total - all NACE activities","2,319",""
"2008","Non-metropolitan regions in Czech Republic","Thousand persons","Employed persons","Total - all NACE activities","2,329",""
"2009","Non-metropolitan regions in Czech Republic","Thousand persons","Employed persons","Total - all NACE activities","2,257",""
"2010","Non-metropolitan regions in Czech Republic","Thousand persons","Employed persons","Total - all NACE activities","2,234",""
"2011","Non-metropolitan regions in Czech Republic","Thousand persons","Employed persons","Total - all NACE activities","2,233",""
"2012","Non-metropolitan regions in Czech Republic","Thousand persons","Employed persons","Total - all NACE activities","2,214",""
"2013","Non-metropolitan regions in Czech Republic","Thousand persons","Employed persons","Total - all NACE activities","2,222",""
"2014","Non-metropolitan regions in Czech Republic","Thousand persons","Employed persons","Total - all NACE activities","2,266",""
"2015","Non-metropolitan regions in Czech Republic","Thousand persons","Employed persons","Total - all NACE activities","2,296",""
"2016","Non-metropolitan regions in Czech Republic","Thousand persons","Employed persons","Total - all NACE activities","2,341",""
"2017","Non-metropolitan regions in Czech Republic","Thousand persons","Employed persons","Total - all NACE activities","2,363",""
"2018","Non-metropolitan regions in Czech Republic","Thousand persons","Employed persons","Total - all NACE activities",":",""
"1999","Denmark","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Denmark","Thousand persons","Employed persons","Total - all NACE activities","2,755",""
"2001","Denmark","Thousand persons","Employed persons","Total - all NACE activities","2,782",""
"2002","Denmark","Thousand persons","Employed persons","Total - all NACE activities","2,784",""
"2003","Denmark","Thousand persons","Employed persons","Total - all NACE activities","2,759",""
"2004","Denmark","Thousand persons","Employed persons","Total - all NACE activities","2,744",""
"2005","Denmark","Thousand persons","Employed persons","Total - all NACE activities","2,783",""
"2006","Denmark","Thousand persons","Employed persons","Total - all NACE activities","2,846",""
"2007","Denmark","Thousand persons","Employed persons","Total - all NACE activities","2,912",""
"2008","Denmark","Thousand persons","Employed persons","Total - all NACE activities","2,947",""
"2009","Denmark","Thousand persons","Employed persons","Total - all NACE activities","2,854",""
"2010","Denmark","Thousand persons","Employed persons","Total - all NACE activities","2,788",""
"2011","Denmark","Thousand persons","Employed persons","Total - all NACE activities","2,787",""
"2012","Denmark","Thousand persons","Employed persons","Total - all NACE activities","2,767",""
"2013","Denmark","Thousand persons","Employed persons","Total - all NACE activities","2,766",""
"2014","Denmark","Thousand persons","Employed persons","Total - all NACE activities","2,791",""
"2015","Denmark","Thousand persons","Employed persons","Total - all NACE activities","2,829",""
"2016","Denmark","Thousand persons","Employed persons","Total - all NACE activities","2,876",""
"2017","Denmark","Thousand persons","Employed persons","Total - all NACE activities","2,922",""
"2018","Denmark","Thousand persons","Employed persons","Total - all NACE activities","2,963.33",""
"1999","København","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","København","Thousand persons","Employed persons","Total - all NACE activities","1,005",""
"2001","København","Thousand persons","Employed persons","Total - all NACE activities","1,022",""
"2002","København","Thousand persons","Employed persons","Total - all NACE activities","1,019",""
"2003","København","Thousand persons","Employed persons","Total - all NACE activities","1,014",""
"2004","København","Thousand persons","Employed persons","Total - all NACE activities","1,014",""
"2005","København","Thousand persons","Employed persons","Total - all NACE activities","1,040",""
"2006","København","Thousand persons","Employed persons","Total - all NACE activities","1,058",""
"2007","København","Thousand persons","Employed persons","Total - all NACE activities","1,077",""
"2008","København","Thousand persons","Employed persons","Total - all NACE activities","1,088",""
"2009","København","Thousand persons","Employed persons","Total - all NACE activities","1,069",""
"2010","København","Thousand persons","Employed persons","Total - all NACE activities","1,050",""
"2011","København","Thousand persons","Employed persons","Total - all NACE activities","1,060",""
"2012","København","Thousand persons","Employed persons","Total - all NACE activities","1,058",""
"2013","København","Thousand persons","Employed persons","Total - all NACE activities","1,067",""
"2014","København","Thousand persons","Employed persons","Total - all NACE activities","1,079",""
"2015","København","Thousand persons","Employed persons","Total - all NACE activities","1,104",""
"2016","København","Thousand persons","Employed persons","Total - all NACE activities","1,129",""
"2017","København","Thousand persons","Employed persons","Total - all NACE activities","1,149",""
"2018","København","Thousand persons","Employed persons","Total - all NACE activities","1,171",""
"1999","Århus","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Århus","Thousand persons","Employed persons","Total - all NACE activities","390",""
"2001","Århus","Thousand persons","Employed persons","Total - all NACE activities","390",""
"2002","Århus","Thousand persons","Employed persons","Total - all NACE activities","398",""
"2003","Århus","Thousand persons","Employed persons","Total - all NACE activities","397",""
"2004","Århus","Thousand persons","Employed persons","Total - all NACE activities","396",""
"2005","Århus","Thousand persons","Employed persons","Total - all NACE activities","407",""
"2006","Århus","Thousand persons","Employed persons","Total - all NACE activities","416",""
"2007","Århus","Thousand persons","Employed persons","Total - all NACE activities","429",""
"2008","Århus","Thousand persons","Employed persons","Total - all NACE activities","431",""
"2009","Århus","Thousand persons","Employed persons","Total - all NACE activities","414",""
"2010","Århus","Thousand persons","Employed persons","Total - all NACE activities","409",""
"2011","Århus","Thousand persons","Employed persons","Total - all NACE activities","408",""
"2012","Århus","Thousand persons","Employed persons","Total - all NACE activities","407",""
"2013","Århus","Thousand persons","Employed persons","Total - all NACE activities","406",""
"2014","Århus","Thousand persons","Employed persons","Total - all NACE activities","409",""
"2015","Århus","Thousand persons","Employed persons","Total - all NACE activities","416",""
"2016","Århus","Thousand persons","Employed persons","Total - all NACE activities","425",""
"2017","Århus","Thousand persons","Employed persons","Total - all NACE activities","438",""
"2018","Århus","Thousand persons","Employed persons","Total - all NACE activities","445",""
"1999","Odense","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Odense","Thousand persons","Employed persons","Total - all NACE activities","219",""
"2001","Odense","Thousand persons","Employed persons","Total - all NACE activities","219",""
"2002","Odense","Thousand persons","Employed persons","Total - all NACE activities","216",""
"2003","Odense","Thousand persons","Employed persons","Total - all NACE activities","214",""
"2004","Odense","Thousand persons","Employed persons","Total - all NACE activities","213",""
"2005","Odense","Thousand persons","Employed persons","Total - all NACE activities","217",""
"2006","Odense","Thousand persons","Employed persons","Total - all NACE activities","219",""
"2007","Odense","Thousand persons","Employed persons","Total - all NACE activities","227",""
